,applicant_id,Primary_applicant_age_in_years,Gender,Marital_status,Number_of_dependents,Housing,Years_at_current_residence,Employment_status,Has_been_employed_for_at_least,Has_been_employed_for_at_most,Foreign_worker,Savings_account_balance,loan_application_id,Months_loan_taken_for,Purpose,Principal_loan_amount,EMI_rate_in_percentage_of_disposable_income,Property,Has_coapplicant,Has_guarantor,Other_EMI_plans,Number_of_existing_loans_at_this_bank,Loan_history,high_risk_applicant
122,1278346,24,male,single,1,rent,2,unskilled - resident,1 year,4 years,1,Low,d68dd9da-edad-11ea-9234-4e2165b63284,12,FF&E,1768000,3,real estate,0,0,bank,1,existing loans paid back duly till now,0
123,1852036,63,male,single,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68dda5c-edad-11ea-b643-248f1830d800,10,new vehicle,781000,4,car or other,0,0,bank,2,critical/pending loans at other banks,0
124,1717438,27,female,divorced,1,rent,3,skilled employee / official,0 year,1 year,1,Low,d68ddae8-edad-11ea-9fd2-30c994a00777,18,FF&E,1924000,4,real estate,0,0,bank,1,existing loans paid back duly till now,1
125,1168894,30,male,single,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68ddb6a-edad-11ea-8022-2a49c6cad240,12,new vehicle,2121000,4,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
126,1169906,40,male,divorced,1,own,2,unskilled - resident,1 year,4 years,1,Low,d68ddbf6-edad-11ea-ad88-1d553c0d91b4,12,electronic equipment,701000,4,real estate,0,0,bank,1,existing loans paid back duly till now,0
127,1693022,30,male,single,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68ddc8c-edad-11ea-a0b0-0a1ffcb540b8,12,repair costs,639000,4,car or other,0,0,bank,1,existing loans paid back duly till now,1
128,1125378,34,male,single,1,own,2,management / self-employed / highly qualified employee / officer,1 year,0 year,1,Low,d68ddd18-edad-11ea-805a-38e62c783db8,12,used vehicle,1860000,4,car or other,0,0,bank,2,critical/pending loans at other banks,0
129,1355140,29,female,divorced,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68ddda4-edad-11ea-a0b7-0e0dd96bd8b7,12,new vehicle,3499000,3,real estate,1,0,bank,2,critical/pending loans at other banks,1
130,1156488,24,female,divorced,1,own,2,skilled employee / official,4 years,7 years,1,Low,d68dde26-edad-11ea-a6d8-0465cafd2c02,48,new vehicle,8487000,1,car or other,0,0,bank,1,existing loans paid back duly till now,0
131,1817517,29,male,single,1,own,3,skilled employee / official,1 year,4 years,1,Low,d68ddeb2-edad-11ea-9d4d-4213f5f0e77f,36,education,6887000,4,building society savings agreement/life insurance,0,0,stores,1,delay in paying off loans in the past,1
132,1183266,27,male,single,1,own,3,unskilled - resident,0 year,1 year,1,Low,d68ddf34-edad-11ea-bc47-041f8c0e2825,15,FF&E,2708000,2,building society savings agreement/life insurance,0,0,bank,2,existing loans paid back duly till now,0
133,1834069,47,male,single,1,own,4,skilled employee / official,1 year,4 years,1,Low,d68ddfc0-edad-11ea-90dc-2aff777a2e5f,18,FF&E,1984000,4,car or other,0,0,bank,2,existing loans paid back duly till now,0
134,1501095,21,female,divorced,1,own,4,skilled employee / official,4 years,7 years,1,Medium,d68de042-edad-11ea-911c-56953b2d3d8e,60,electronic equipment,10144000,2,real estate,0,0,bank,1,existing loans paid back duly till now,0
135,1577050,38,female,divorced,1,own,2,skilled employee / official,7 years,4 years,1,Low,d68de0ce-edad-11ea-b005-484343171fc7,12,electronic equipment,1240000,4,real estate,0,0,bank,2,critical/pending loans at other banks,0
136,1601894,27,male,single,1,own,2,skilled employee / official,1 year,4 years,1,High,d68de150-edad-11ea-a8f8-3f2d5096c477,27,used vehicle,8613000,2,car or other,0,0,bank,2,delay in paying off loans in the past,0
137,1376069,66,male,single,1,own,3,unskilled - resident,1 year,4 years,1,High,d68de1dc-edad-11ea-bdd6-4a9c08795601,12,electronic equipment,766000,4,real estate,0,0,bank,1,existing loans paid back duly till now,1
138,1450465,35,male,single,1,own,2,skilled employee / official,4 years,7 years,1,Low,d68de25e-edad-11ea-9aff-47794126d1cb,15,electronic equipment,2728000,4,real estate,0,1,bank,3,critical/pending loans at other banks,0
139,1565903,44,female,divorced,1,rent,2,unskilled - resident,1 year,4 years,1,Low,d68de2ea-edad-11ea-9e05-383919943716,12,electronic equipment,1881000,2,car or other,0,0,bank,1,existing loans paid back duly till now,0
140,1124574,27,male,divorced,1,own,2,unemployed / unskilled - non-resident,0 year,1 year,0,High,d68de376-edad-11ea-aec7-483aab1053e4,6,new vehicle,709000,2,real estate,0,0,bank,1,existing loans paid back duly till now,0
141,1432828,30,female,divorced,1,own,1,management / self-employed / highly qualified employee / officer,0 year,1 year,1,Low,d68de3f8-edad-11ea-9d9a-13759ea03618,36,electronic equipment,4795000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
142,1682758,27,male,single,1,own,2,management / self-employed / highly qualified employee / officer,1 year,4 years,1,Low,d68de484-edad-11ea-b499-571ac2e163c1,27,electronic equipment,3416000,3,car or other,0,0,bank,1,existing loans paid back duly till now,0
143,1902944,22,male,single,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68de506-edad-11ea-bdae-0e7e30d8bde8,18,FF&E,2462000,2,car or other,0,0,bank,1,existing loans paid back duly till now,1
144,1774498,23,female,divorced,1,own,4,skilled employee / official,0 year,1 year,1,Low,d68de592-edad-11ea-b182-438ac99d5809,21,FF&E,2288000,4,building society savings agreement/life insurance,0,0,bank,1,critical/pending loans at other banks,0
145,1411456,30,male,single,1,own,2,skilled employee / official,4 years,7 years,1,Medium,d68de61e-edad-11ea-a3f1-003107fa5332,48,business,3566000,4,car or other,0,0,bank,1,all loans at this bank paid back duly,0
146,1387053,39,female,divorced,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68de6a0-edad-11ea-8137-1c0bfe669aab,6,new vehicle,860000,1,car or other,0,0,bank,2,critical/pending loans at other banks,0
147,1563602,51,female,divorced,1,own,3,skilled employee / official,4 years,7 years,1,Medium,d68de72c-edad-11ea-99c7-5304b12a3853,12,new vehicle,682000,4,car or other,0,0,bank,2,critical/pending loans at other banks,0
148,1901178,28,male,single,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68de7ae-edad-11ea-a435-21ec7001d2ef,36,FF&E,5371000,3,building society savings agreement/life insurance,0,1,bank,2,critical/pending loans at other banks,0
149,1841686,46,male,single,1,own,4,skilled employee / official,7 years,4 years,1,High,d68de83a-edad-11ea-8707-1265ff9ba77f,18,electronic equipment,1582000,4,car or other,0,0,bank,2,critical/pending loans at other banks,0
150,1403203,42,male,single,2,own,4,skilled employee / official,7 years,4 years,1,Medium,d68de8c6-edad-11ea-839b-51bb45f16e3b,6,electronic equipment,1346000,2,car or other,0,0,bank,1,existing loans paid back duly till now,0
151,1448565,38,male,single,1,own,4,skilled employee / official,1 year,4 years,0,Low,d68de948-edad-11ea-9d4f-48db9ec10cf8,10,electronic equipment,1924000,1,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
152,1538125,24,male,single,1,own,1,skilled employee / official,1 year,4 years,1,Low,d68de9d4-edad-11ea-944a-0fbc09e75266,36,electronic equipment,5848000,4,car or other,0,0,bank,1,existing loans paid back duly till now,0
153,1115975,29,female,divorced,1,rent,4,skilled employee / official,7 years,4 years,1,High,d68dea56-edad-11ea-a62e-0ecdbd3bb870,24,used vehicle,7758000,2,car or other,0,0,bank,1,critical/pending loans at other banks,0
154,1230615,36,male,single,1,rent,4,management / self-employed / highly qualified employee / officer,4 years,7 years,1,Medium,d68deae2-edad-11ea-b054-16d5ca20d9b0,24,business,6967000,4,car or other,0,0,bank,1,delay in paying off loans in the past,0
155,1841503,20,female,divorced,1,rent,4,skilled employee / official,1 year,4 years,1,Low,d68deb6e-edad-11ea-905b-15f939ba2694,12,FF&E,1282000,2,car or other,0,0,bank,1,existing loans paid back duly till now,1
156,1321123,48,male,single,2,own,4,skilled employee / official,7 years,4 years,0,Medium,d68debf0-edad-11ea-ab45-516383633504,9,repair costs,1288000,3,real estate,0,1,bank,2,critical/pending loans at other banks,0
157,1691733,45,male,divorced,1,own,1,unskilled - resident,7 years,4 years,1,Low,d68dec7c-edad-11ea-bcb1-443da326aaff,12,career development,339000,4,car or other,0,0,bank,1,all loans at this bank paid back duly,0
158,1680095,38,male,single,1,own,3,skilled employee / official,4 years,7 years,1,Medium,d68decfe-edad-11ea-87cf-2921baabd7ac,24,new vehicle,3512000,2,car or other,0,0,bank,2,existing loans paid back duly till now,0
159,1660328,34,male,single,2,own,2,unskilled - resident,1 year,4 years,1,Low,d68ded8a-edad-11ea-8643-1254e9fb3cdf,6,electronic equipment,1898000,1,real estate,0,0,bank,2,critical/pending loans at other banks,0
160,1187072,36,male,single,2,own,4,skilled employee / official,7 years,4 years,1,Medium,d68dee16-edad-11ea-af01-041f8f7ee439,24,electronic equipment,2872000,3,real estate,0,0,bank,1,critical/pending loans at other banks,0
161,1460273,30,female,divorced,1,own,1,skilled employee / official,0 year,1 year,1,Low,d68dee98-edad-11ea-b1ec-1a66ffed6a22,18,new vehicle,1055000,4,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
162,1138817,36,male,single,1,own,3,skilled employee / official,4 years,7 years,1,High,d68def1a-edad-11ea-9116-204e6861f7af,15,domestic appliances,1262000,4,building society savings agreement/life insurance,0,0,bank,2,existing loans paid back duly till now,0
163,1628583,70,male,single,1,own,4,management / self-employed / highly qualified employee / officer,1 year,0 year,1,Low,d68defb0-edad-11ea-839f-0bb5e3c05cfc,10,new vehicle,7308000,2,car or other,0,0,bank,1,existing loans paid back duly till now,0
164,1734823,36,male,single,1,own,4,skilled employee / official,7 years,4 years,1,High,d68df03c-edad-11ea-a402-4225d9f7795d,36,new vehicle,909000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
165,1280180,32,male,single,1,own,2,skilled employee / official,1 year,4 years,1,High,d68df0be-edad-11ea-9239-5197bf45d142,6,FF&E,2978000,1,car or other,0,0,bank,1,existing loans paid back duly till now,0
166,1279502,33,female,divorced,1,own,2,skilled employee / official,1 year,0 year,1,Low,d68df14a-edad-11ea-b4fe-0d7da3d02598,18,FF&E,1131000,4,car or other,0,0,bank,1,existing loans paid back duly till now,1
167,1699886,20,female,divorced,1,own,1,skilled employee / official,0 year,1 year,1,High,d68df1cc-edad-11ea-a739-3d9476516c48,11,FF&E,1577000,4,real estate,0,0,bank,1,existing loans paid back duly till now,0
168,1183811,25,female,divorced,1,rent,4,skilled employee / official,4 years,7 years,1,Low,d68df258-edad-11ea-9c62-24ee8d739306,24,FF&E,3972000,2,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,0
169,1775311,31,male,divorced,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68df2da-edad-11ea-86c0-04ac1fe387a7,24,business,1935000,4,real estate,0,0,bank,2,critical/pending loans at other banks,1
170,1770037,33,male,single,2,rent,3,skilled employee / official,7 years,4 years,1,Low,d68df366-edad-11ea-aa58-0aa667a9b3d4,15,new vehicle,950000,4,car or other,0,0,bank,2,no loans taken/all loans paid back duly,1
171,1420832,26,female,divorced,1,own,1,skilled employee / official,1 year,4 years,1,Low,d68df3e8-edad-11ea-a333-2a851fe887b5,12,FF&E,763000,4,real estate,0,0,bank,1,existing loans paid back duly till now,0
172,1388983,34,female,divorced,1,own,2,management / self-employed / highly qualified employee / officer,1 year,0 year,1,Low,d68df46a-edad-11ea-b0c5-4133c19d295a,24,FF&E,2064000,3,building society savings agreement/life insurance,0,0,bank,1,delay in paying off loans in the past,1
173,1827797,33,male,single,1,own,2,skilled employee / official,1 year,4 years,0,Low,d68df4f6-edad-11ea-a260-12f89efc1421,8,electronic equipment,1414000,4,real estate,0,1,bank,1,existing loans paid back duly till now,0
174,1758397,26,male,single,1,own,1,skilled employee / official,0 year,1 year,1,Low,d68df58c-edad-11ea-a78c-217c3a2c1d49,21,education,3414000,2,building society savings agreement/life insurance,0,0,bank,2,delay in paying off loans in the past,1
175,1126090,53,female,divorced,1,own,1,management / self-employed / highly qualified employee / officer,1 year,0 year,1,Low,d68df60e-edad-11ea-8261-0e3eef8dd0b1,30,used vehicle,7485000,4,real estate,0,0,bank,1,all loans at this bank paid back duly,1
176,1653715,42,male,divorced,1,own,1,skilled employee / official,1 year,4 years,1,Low,d68df69a-edad-11ea-9808-4873292db72a,12,FF&E,2577000,2,car or other,0,0,bank,1,existing loans paid back duly till now,0
177,1534783,52,male,single,1,own,4,skilled employee / official,7 years,4 years,1,High,d68df726-edad-11ea-9a33-592dd6ab3f4b,6,electronic equipment,338000,4,car or other,0,0,bank,2,critical/pending loans at other banks,0
178,1705627,31,male,single,2,rent,2,management / self-employed / highly qualified employee / officer,4 years,7 years,1,Low,d68df7b2-edad-11ea-abd8-5320e7b625a7,12,electronic equipment,1963000,4,car or other,0,0,bank,2,existing loans paid back duly till now,0
179,1156764,65,male,single,1,own,4,skilled employee / official,7 years,4 years,1,Low,d68df834-edad-11ea-b55c-35ec71aec9c8,21,new vehicle,571000,4,real estate,0,0,bank,2,critical/pending loans at other banks,0
180,1351247,28,male,divorced,1,own,1,skilled employee / official,0 year,1 year,1,Low,d68df8c0-edad-11ea-a84e-3604320c9c15,36,business,9572000,1,car or other,0,0,bank,2,delay in paying off loans in the past,1
181,1324848,30,male,divorced,1,own,2,management / self-employed / highly qualified employee / officer,1 year,4 years,1,Low,d68df942-edad-11ea-9207-50d72d85dfff,36,business,4455000,2,real estate,0,0,stores,2,delay in paying off loans in the past,1
182,1706494,40,male,single,2,own,2,unskilled - resident,1 year,4 years,1,Low,d68df9ce-edad-11ea-b183-1bd84eb93786,21,new vehicle,1647000,4,building society savings agreement/life insurance,0,0,bank,2,all loans at this bank paid back duly,1
183,1325093,50,male,single,1,own,4,skilled employee / official,1 year,4 years,1,High,d68dfa50-edad-11ea-8172-566f2bd879b2,24,FF&E,3777000,4,real estate,0,0,bank,1,critical/pending loans at other banks,0
184,1168078,36,male,single,2,own,4,skilled employee / official,7 years,4 years,1,Low,d68dfadc-edad-11ea-9e38-276031c5a3e4,18,new vehicle,884000,4,car or other,0,0,bank,1,critical/pending loans at other banks,1
185,1625627,31,male,single,1,own,2,skilled employee / official,1 year,4 years,1,Low,d68dfb5e-edad-11ea-b6c6-085496dc24df,15,electronic equipment,1360000,4,building society savings agreement/life insurance,0,0,bank,2,critical/pending loans at other banks,0
186,1645519,74,female,divorced,2,own,4,management / self-employed / highly qualified employee / officer,7 years,4 years,1,Low,d68dfbea-edad-11ea-a14d-0e99ca708378,9,used vehicle,5129000,2,car or other,0,0,bank,1,all loans at this bank paid back duly,1
187,1308726,68,male,single,1,own,3,unemployed / unskilled - non-resident,1 year,0 year,1,Low,d68dfc6c-edad-11ea-afa0-2b42891c93fc,16,new vehicle,1175000,2,car or other,0,0,bank,3,critical/pending loans at other banks,0
188,1460398,20,male,divorced,1,own,1,skilled employee / official,4 years,7 years,1,Medium,d68dfcf8-edad-11ea-86e4-4e67dd612fb1,12,electronic equipment,674000,4,building society savings agreement/life insurance,0,0,bank,1,existing loans paid back duly till now,1
189,1802699,33,female,divorced,1,own,4,skilled employee / official,1 year,4 years,1,Low,d68dfd7a-edad-11ea-b36d-4c90b8873a62,18,FF&E,3244000,1,car or other,0,0,bank,2,no loans taken/all loans paid back duly,0
190,1693215,54,male,single,1,own,3,management / self-employed / highly qualified employee / officer,1 year,4 years,1,High,d68dfe06-edad-11ea-98cd-0e23b6f47010,24,business,4591000,2,building society savings agreement/life insurance,0,0,bank,3,existing loans paid back duly till now,1
191,1493175,34,male,single,2,own,4,unskilled - resident,4 years,7 years,1,Medium,d68dfe88-edad-11ea-8c5f-54a2d30e5c2d,48,business,3844000,4,car or other,0,0,bank,1,no loans taken/all loans paid back duly,1
192,1387043,36,male,single,2,own,2,skilled employee / official,1 year,4 years,1,Low,d68dff14-edad-11ea-b866-01168000e841,27,business,3915000,4,car or other,0,0,bank,1,existing loans paid back duly till now,1
193,1603493,29,male,divorced,1,rent,2,skilled employee / official,4 years,7 years,1,Low,d68dff96-edad-11ea-a38c-431d08fa81f1,6,electronic equipment,2108000,2,real estate,0,0,bank,1,existing loans paid back duly till now,0
194,1807486,21,male,single,1,rent,4,skilled employee / official,1 year,4 years,1,Medium,d68e0022-edad-11ea-9d70-3c103640d5c9,45,electronic equipment,3031000,4,building society savings agreement/life insurance,0,1,bank,1,existing loans paid back duly till now,1
195,1543290,34,female,divorced,1,own,3,management / self-employed / highly qualified employee / officer,7 years,4 years,1,Low,d68e00a4-edad-11ea-8b49-45f1405c5e34,9,education,1501000,2,car or other,0,0,bank,2,critical/pending loans at other banks,1
196,1468750,28,female,divorced,1,own,1,skilled employee / official,1 year,4 years,1,Low,d68e0130-edad-11ea-bbab-1e4beea30152,6,electronic equipment,1382000,1,car or other,0,0,bank,2,critical/pending loans at other banks,0
